Safad,Fujairah,Fujairah
Sa'if,Fujairah,Fujairah
Saqamqam,Fujairah,Fujairah
Sharm,Fujairah,Fujairah
Shawiyah,Fujairah,Fujairah
Siji,Fujairah,Fujairah
Sinnah,Fujairah,Fujairah
Sram,Fujairah,Fujairah
Sumbrair,Fujairah,Fujairah
Sur,Fujairah,Fujairah
Tarif Kalba,Fujairah,Fujairah
Tariqat Ja`d,Fujairah,Fujairah
Tawi Siji,Fujairah,Fujairah
Tawian,Fujairah,Fujairah
Tayyibah,Fujairah,Fujairah
Teba,Fujairah,Fujairah
Theeb,Fujairah,Fujairah
Thoban,Fujairah,Fujairah
Wa`bayn,Fujairah,Fujairah
Wahala,Fujairah,Fujairah
Wamm,Fujairah,Fujairah
Yalah,Fujairah,Fujairah
Zanhah,Fujairah,Fujairah
Zikt,Fujairah,Fujairah
"Hatta, Friday Market",Hatta,Dubai
"Hatta, Hatta Stadium",Hatta,Dubai
"Hatta, Khansaheb Camel Track",Hatta,Dubai
Kalba,Kalba,Sharjah
"Kalba, Al Aoud",Kalba,Sharjah
"Kalba, Al Baraha",Kalba,Sharjah
,,
Village / Town / City / Location,Region,State
"Kalba, Al Bateen",Kalba,Sharjah
"Kalba, Al Bridi",Kalba,Sharjah
"Kalba, Al Mafraq",Kalba,Sharjah
"Kalba, Al Nighala",Kalba,Sharjah
"Kalba, Al Qadsia",Kalba,Sharjah
"Kalba, Al Qual'aa",Kalba,Sharjah
"Kalba, Al Sidrah",Kalba,Sharjah
"Kalba, Industrial Area",Kalba,Sharjah
Khawr Kalba,Kalba,Sharjah
Wadi Hilo,Kalba,Sharjah
Abu Dhabi Cricket Stadium,Khalifa A,Abu Dhabi
Abu Dhabi Golf Club,Khalifa A,Abu Dhabi
Khalifa A,Khalifa A,Abu Dhabi
Al Lou'aluo'ayyah,Khor Fakkan Town,Sharjah
"Al Lou'aluo'ayyah, Stadium Sports Club Pterygium",Khor Fakkan Town,Sharjah
Khawr Fakkan,Khor Fakkan Town,Sharjah
"Khawr Fakkan, Al Bridi",Khor Fakkan Town,Sharjah
"Khawr Fakkan, Al Khaledya",Khor Fakkan Town,Sharjah
"Khawr Fakkan, Al Rifa'a",Khor Fakkan Town,Sharjah
"Khawr Fakkan, Al Sharq",Khor Fakkan Town,Sharjah
"Khawr Fakkan, Al Suwan Camel Track",Khor Fakkan Town,Sharjah
"Khawr Fakkan, Al Yarmook",Khor Fakkan Town,Sharjah
"Khawr Fakkan, Fort Hatta",Khor Fakkan Town,Sharjah
"Khawr Fakkan, Hawaya",Khor Fakkan Town,Sharjah
"Khawr Fakkan, Hutain",Khor Fakkan Town,Sharjah
"Khawr Fakkan, Vegetable and Fruits Market",Khor Fakkan Town,Sharjah
Zubarah,Khor Fakkan Town,Sharjah
Manama,Manama,Ajman
"Manama, Al Aswaq Hayper Market",Manama,Ajman
Goal,Masfut,Ajman
Masfut,Masfut,Ajman
Mazeira,Masfut,Ajman
Mazyad Mall,Mussafah East,Abu Dhabi
Mohammed Bin Zayed City,Mussafah East,Abu Dhabi
Old Ras Al Khaimah,Old Ras Al Khaimah,Ras Al Khaimah
"Old Ras Al Khaimah, Al Waha Trading Market",Old Ras Al Khaimah,Ras Al Khaimah
"Old Ras Al Khaimah, Bin Dahur Centre",Old Ras Al Khaimah,Ras Al Khaimah
`Ayim,Ras Al Khaimah,Ras Al Khaimah
`Uraybi,Ras Al Khaimah,Ras Al Khaimah
Adh Dharbaniyah,Ras Al Khaimah,Ras Al Khaimah
,,
Village / Town / City / Location,Region,State
Adhan,Ras Al Khaimah,Ras Al Khaimah
Al Fahlayn,Ras Al Khaimah,Ras Al Khaimah
Al Fara`,Ras Al Khaimah,Ras Al Khaimah
Al Fay`,Ras Al Khaimah,Ras Al Khaimah
Al Fulayyah,Ras Al Khaimah,Ras Al Khaimah
Al Ghabah,Ras Al Khaimah,Ras Al Khaimah
Al Ghabam,Ras Al Khaimah,Ras Al Khaimah
Al Ghail,Ras Al Khaimah,Ras Al Khaimah
Al Ghashban,Ras Al Khaimah,Ras Al Khaimah
Al Hamra Village,Ras Al Khaimah,Ras Al Khaimah
Al Hamraniyah,Ras Al Khaimah,Ras Al Khaimah
Al Hayr,Ras Al Khaimah,Ras Al Khaimah
Al Hulaylah,Ras Al Khaimah,Ras Al Khaimah
Al Jaddah,Ras Al Khaimah,Ras Al Khaimah
Al Jazirah al Hamra',Ras Al Khaimah,Ras Al Khaimah
Al Jazirah Aviation Club,Ras Al Khaimah,Ras Al Khaimah
Al Khari,Ras Al Khaimah,Ras Al Khaimah
Al Khashfah,Ras Al Khaimah,Ras Al Khaimah
Al Mahamm,Ras Al Khaimah,Ras Al Khaimah
Al Mamorah,Ras Al Khaimah,Ras Al Khaimah
Al Marjan Island,Ras Al Khaimah,Ras Al Khaimah
Al Masafirah,Ras Al Khaimah,Ras Al Khaimah
Al Mu`amurah,Ras Al Khaimah,Ras Al Khaimah
Al Qir,Ras Al Khaimah,Ras Al Khaimah
Al Quwayz,Ras Al Khaimah,Ras Al Khaimah
Al Ramms,Ras Al Khaimah,Ras Al Khaimah
Al Riffa,Ras Al Khaimah,Ras Al Khaimah
Al Usayli,Ras Al Khaimah,Ras Al Khaimah
An Nakhil,Ras Al Khaimah,Ras Al Khaimah
Ar Rams,Ras Al Khaimah,Ras Al Khaimah
As Sur,Ras Al Khaimah,Ras Al Khaimah
Ash Sha`m,Ras Al Khaimah,Ras Al Khaimah
Athabat,Ras Al Khaimah,Ras Al Khaimah
Baqal,Ras Al Khaimah,Ras Al Khaimah
Bida,Ras Al Khaimah,Ras Al Khaimah
Bidiyah,Ras Al Khaimah,Ras Al Khaimah
Bulaydah,Ras Al Khaimah,Ras Al Khaimah
Corniche,Ras Al Khaimah,Ras Al Khaimah
Creek,Ras Al Khaimah,Ras Al Khaimah
Daftah,Ras Al Khaimah,Ras Al Khaimah
,,
Village / Town / City / Location,Region,State
Darah,Ras Al Khaimah,Ras Al Khaimah
Dayah,Ras Al Khaimah,Ras Al Khaimah
Daynah,Ras Al Khaimah,Ras Al Khaimah
Dhad al Arab,Ras Al Khaimah,Ras Al Khaimah
Difan,Ras Al Khaimah,Ras Al Khaimah
Dihan,Ras Al Khaimah,Ras Al Khaimah
Diqdaqah,Ras Al Khaimah,Ras Al Khaimah
Diqdaqah,Ras Al Khaimah,Ras Al Khaimah
"Diqdaqah, Al Waha Centre",Ras Al Khaimah,Ras Al Khaimah
eXmajor Hangar,Ras Al Khaimah,Ras Al Khaimah
Fashrah,Ras Al Khaimah,Ras Al Khaimah
Fa'y,Ras Al Khaimah,Ras Al Khaimah
Fayyad,Ras Al Khaimah,Ras Al Khaimah
Financial City (DIFC),Ras Al Khaimah,Ras Al Khaimah
Furfar,Ras Al Khaimah,Ras Al Khaimah
Ghadf,Ras Al Khaimah,Ras Al Khaimah
Ghaghah,Ras Al Khaimah,Ras Al Khaimah
Ghalilah,Ras Al Khaimah,Ras Al Khaimah
Ghayl,Ras Al Khaimah,Ras Al Khaimah
Ghubb,Ras Al Khaimah,Ras Al Khaimah
Ghubbat Khawrah,Ras Al Khaimah,Ras Al Khaimah
Ghurah,Ras Al Khaimah,Ras Al Khaimah
Gragrah,Ras Al Khaimah,Ras Al Khaimah
Habhab,Ras Al Khaimah,Ras Al Khaimah
Ham Ham,Ras Al Khaimah,Ras Al Khaimah
Hamra' Al Jazirah al,Ras Al Khaimah,Ras Al Khaimah
Harat `Awali,Ras Al Khaimah,Ras Al Khaimah
Hayl,Ras Al Khaimah,Ras Al Khaimah
Homraniya,Ras Al Khaimah,Ras Al Khaimah
Hudaybah,Ras Al Khaimah,Ras Al Khaimah
Huwaylat,Ras Al Khaimah,Ras Al Khaimah
Industrial and Technology Park,Ras Al Khaimah,Ras Al Khaimah
Jazirat al Hamra',Ras Al Khaimah,Ras Al Khaimah
"Jazirat al Hamra', Beach Centre",Ras Al Khaimah,Ras Al Khaimah
"Jazirat al Hamra', Hatta Fort Golf Course",Ras Al Khaimah,Ras Al Khaimah
Khabakhib,Ras Al Khaimah,Ras Al Khaimah
Kharran,Ras Al Khaimah,Ras Al Khaimah
Khatt,Ras Al Khaimah,Ras Al Khaimah
Khawr Khuwayr,Ras Al Khaimah,Ras Al Khaimah
Khazam,Ras Al Khaimah,Ras Al Khaimah
,,
Village / Town / City / Location,Region,State
Kub,Ras Al Khaimah,Ras Al Khaimah
Ma`ali,Ras Al Khaimah,Ras Al Khaimah
Maghribiyah,Ras Al Khaimah,Ras Al Khaimah
Manqashah,Ras Al Khaimah,Ras Al Khaimah
Marhamid,Ras Al Khaimah,Ras Al Khaimah
Masafi,Ras Al Khaimah,Ras Al Khaimah
"Masafi,",Ras Al Khaimah,Ras Al Khaimah
Masah,Ras Al Khaimah,Ras Al Khaimah
Mina Al Arab,Ras Al Khaimah,Ras Al Khaimah
Minha,Ras Al Khaimah,Ras Al Khaimah
Mu`ayrid,Ras Al Khaimah,Ras Al Khaimah
Munay`i,Ras Al Khaimah,Ras Al Khaimah
Muraytah,Ras Al Khaimah,Ras Al Khaimah
New Hangar Zebra VON,Ras Al Khaimah,Ras Al Khaimah
Qabas,Ras Al Khaimah,Ras Al Khaimah
Qaf'ah,Ras Al Khaimah,Ras Al Khaimah
Qarat ad Dum,Ras Al Khaimah,Ras Al Khaimah
Quar Ah Qahlish,Ras Al Khaimah,Ras Al Khaimah
Qur,Ras Al Khaimah,Ras Al Khaimah
Qurm,Ras Al Khaimah,Ras Al Khaimah
Qusaydat,Ras Al Khaimah,Ras Al Khaimah
Rafaq,Ras Al Khaimah,Ras Al Khaimah
RAK airport,Ras Al Khaimah,Ras Al Khaimah
Ramlah,Ras Al Khaimah,Ras Al Khaimah
Rams,Ras Al Khaimah,Ras Al Khaimah
Ras Al Khaimah,Ras Al Khaimah,Ras Al Khaimah
Ras al Khaimah,Ras Al Khaimah,Ras Al Khaimah
"Ras al Khaimah, Al Dour Archaeological Site",Ras Al Khaimah,Ras Al Khaimah
"Ras al Khaimah, Al Safeer Shopping Center",Ras Al Khaimah,Ras Al Khaimah
"Ras al Khaimah, Emirates Cultural Sport Club",Ras Al Khaimah,Ras Al Khaimah
"Ras al Khaimah, Emirates Pearls Markets",Ras Al Khaimah,Ras Al Khaimah
"Ras al Khaimah, Fish Market",Ras Al Khaimah,Ras Al Khaimah
"Ras al Khaimah, Madinet Zayed Camel Race Track",Ras Al Khaimah,Ras Al Khaimah
"Ras al Khaimah, Mdinet Zayed Market",Ras Al Khaimah,Ras Al Khaimah
"Ras al Khaimah, Rak Trading Mall",Ras Al Khaimah,Ras Al Khaimah
"Ras al Khaimah, Safeer Mall",Ras Al Khaimah,Ras Al Khaimah
"Ras al Khaimah, Saif Al Shawi",Ras Al Khaimah,Ras Al Khaimah
Rima,Ras Al Khaimah,Ras Al Khaimah
Sal Dora,Ras Al Khaimah,Ras Al Khaimah
Salihiyah,Ras Al Khaimah,Ras Al Khaimah
,,
Village / Town / City / Location,Region,State
Samarat,Ras Al Khaimah,Ras Al Khaimah
Saraya Islands,Ras Al Khaimah,Ras Al Khaimah
Sayh,Ras Al Khaimah,Ras Al Khaimah
Sayh as Saqlah,Ras Al Khaimah,Ras Al Khaimah
Sha`biyat Naslah,Ras Al Khaimah,Ras Al Khaimah
Shabakah,Ras Al Khaimah,Ras Al Khaimah
Shah,Ras Al Khaimah,Ras Al Khaimah
Shahawat,Ras Al Khaimah,Ras Al Khaimah
Shariyah,Ras Al Khaimah,Ras Al Khaimah
Sharyat,Ras Al Khaimah,Ras Al Khaimah
Shawkah,Ras Al Khaimah,Ras Al Khaimah
Shimal,Ras Al Khaimah,Ras Al Khaimah
Stan,Ras Al Khaimah,Ras Al Khaimah
Suhaybah,Ras Al Khaimah,Ras Al Khaimah
Wad Wid,Ras Al Khaimah,Ras Al Khaimah
Waterfront,Ras Al Khaimah,Ras Al Khaimah
Wayb Hawf,Ras Al Khaimah,Ras Al Khaimah
Yasmin Village,Ras Al Khaimah,Ras Al Khaimah
Yinas,Ras Al Khaimah,Ras Al Khaimah
Abu Sangara,Sharjah,Sharjah
Adh Dhayd,Sharjah,Sharjah
Al Aber,Sharjah,Sharjah
Al Ardiyah,Sharjah,Sharjah
Al Azrra,Sharjah,Sharjah
Al Brashi,Sharjah,Sharjah
Al Butina,Sharjah,Sharjah
Al Darrare,Sharjah,Sharjah
Al Dhaid,Sharjah,Sharjah
Al Fallaj,Sharjah,Sharjah
Al Fayha,Sharjah,Sharjah
AL Ghafiya,Sharjah,Sharjah
Al Ghuhaiba,Sharjah,Sharjah
Al Ghuwair,Sharjah,Sharjah
Al Goaz,Sharjah,Sharjah
Al Hamriyah,Sharjah,Sharjah
Al Hawayah,Sharjah,Sharjah
Al Hayrah,Sharjah,Sharjah
Al Hazana,Sharjah,Sharjah
Al Heera Suburb,Sharjah,Sharjah
Al Hutain,Sharjah,Sharjah
,,
Village / Town / City / Location,Region,State
Al Jazzat,Sharjah,Sharjah
Al Khabba,Sharjah,Sharjah
Al Khaildia Suburb,Sharjah,Sharjah
Al Khaldeia,Sharjah,Sharjah
Al Khan,Sharjah,Sharjah
Al Khouzamiya,Sharjah,Sharjah
Al Madam,Sharjah,Sharjah
Al Mahatah,Sharjah,Sharjah
Al Majaz,Sharjah,Sharjah
Al Malaiha,Sharjah,Sharjah
Al Mamzar,Sharjah,Sharjah
Al Mamzer,Sharjah,Sharjah
Al Manakh,Sharjah,Sharjah
Al Marijah,Sharjah,Sharjah
Al Mirgab,Sharjah,Sharjah
Al Mudaifi,Sharjah,Sharjah
Al Mussalla,Sharjah,Sharjah
Al Nabba,Sharjah,Sharjah
Al Nahda 1,Sharjah,Sharjah
Al Nahda 2,Sharjah,Sharjah
Al Naimiya,Sharjah,Sharjah
Al Nasserya,Sharjah,Sharjah
Al nekhailat,Sharjah,Sharjah
Al Nud,Sharjah,Sharjah
Al Nujoom Islands,Sharjah,Sharjah
Al Qadsia,Sharjah,Sharjah
Al Qasba,Sharjah,Sharjah
Al Qasemiya,Sharjah,Sharjah
Al Qusais Industrial Area 1,Sharjah,Sharjah
Al Qusais Industrial Area 3,Sharjah,Sharjah
Al Rafee'a 1,Sharjah,Sharjah
Al Ramaqia,Sharjah,Sharjah
Al Ramla,Sharjah,Sharjah
Al Ramla East,Sharjah,Sharjah
AL Ramla West,Sharjah,Sharjah
Al Ramtha,Sharjah,Sharjah
Al Rifa,Sharjah,Sharjah
Al Rifah,Sharjah,Sharjah
Al Riqa Suburb,Sharjah,Sharjah
Al Sajaa,Sharjah,Sharjah
,,
Village / Town / City / Location,Region,State
Al Shahab,Sharjah,Sharjah
Al Sharq,Sharjah,Sharjah
Al Shuwaiheen,Sharjah,Sharjah
Al Subaikhi,Sharjah,Sharjah
Al Swehat,Sharjah,Sharjah
Al Talae,Sharjah,Sharjah
Al Wahda,Sharjah,Sharjah
Al Yarmook,Sharjah,Sharjah
an-Nahwa,Sharjah,Sharjah
Ar Rufaysah,Sharjah,Sharjah
Ash Shu`ayb,Sharjah,Sharjah
Atain,Sharjah,Sharjah
Bu Danig,Sharjah,Sharjah
Bu Tina,Sharjah,Sharjah
Corniche Al Buhaira,Sharjah,Sharjah
Eliash,Sharjah,Sharjah
Etisalat,Sharjah,Sharjah
Ghunah,Sharjah,Sharjah
Hajar,Sharjah,Sharjah
Hamriya,Sharjah,Sharjah
Hamriyah Free Zone,Sharjah,Sharjah
HANGAR AEROPRAKT A22 No220,Sharjah,Sharjah
Hiyawah,Sharjah,Sharjah
Hizayib az Zanah,Sharjah,Sharjah
Huwayyah,Sharjah,Sharjah
Industrial Area 13,Sharjah,Sharjah
Industrial Area 18,Sharjah,Sharjah
Khor Fakkan,Sharjah,Sharjah
Layyah,Sharjah,Sharjah
Lulayyah,Sharjah,Sharjah
Madha,Sharjah,Sharjah
Maysaloon,Sharjah,Sharjah
Muelih,Sharjah,Sharjah
Muwafjah,Sharjah,Sharjah
Nahwa,Sharjah,Sharjah
Nazwa,Sharjah,Sharjah
Nedaifi,Sharjah,Sharjah
New Shwaib,Sharjah,Sharjah
Private airfield,Sharjah,Sharjah
Rafa`,Sharjah,Sharjah
,,
Village / Town / City / Location,Region,State
Rolla Area,Sharjah,Sharjah
Rollah Square,Sharjah,Sharjah
Sa`d,Sharjah,Sharjah
Sahanah,Sharjah,Sharjah
Sajaa Industrial Area,Sharjah,Sharjah
Samnan,Sharjah,Sharjah
Saruj,Sharjah,Sharjah
Shargan,Sharjah,Sharjah
Sharjah,Sharjah,Sharjah
Sharjah Airport Free Zone (SAIF),Sharjah,Sharjah
Sharjah Industrial Area 1,Sharjah,Sharjah
Sharjah Industrial Area 10,Sharjah,Sharjah
Sharjah Industrial Area 12,Sharjah,Sharjah
Sharjah Industrial Area 2,Sharjah,Sharjah
Sharjah Industrial Area 3,Sharjah,Sharjah
Sharjah Industrial Area 4,Sharjah,Sharjah
Sharjah Industrial Area 5,Sharjah,Sharjah
Sharjah Industrial Area 6,Sharjah,Sharjah
Sharjah Industrial Area 7,Sharjah,Sharjah
Sharjah Industrial Area 8,Sharjah,Sharjah
Sharjah Industrial Area 9,Sharjah,Sharjah
Shis,Sharjah,Sharjah
Shwaib,Sharjah,Sharjah
Tawi Bil Khabis,Sharjah,Sharjah
Tawi Rashidia,Sharjah,Sharjah
Tawi Zubair Hamriyah,Sharjah,Sharjah
Turrfana,Sharjah,Sharjah
Um Tarrafa,Sharjah,Sharjah
Umm Khanoor,Sharjah,Sharjah
Wadi Shi,Sharjah,Sharjah
Wasit Suburb,Sharjah,Sharjah
`Uwaynat,Umm Al Quwain,Umm Al Quwain
Al `Adhib,Umm Al Quwain,Umm Al Quwain
Al Abraq,Umm Al Quwain,Umm Al Quwain
Al Azeeb,Umm Al Quwain,Umm Al Quwain
"Al Azeeb, Al Khaleej Markets",Umm Al Quwain,Umm Al Quwain
Al Biyatha,Umm Al Quwain,Umm Al Quwain
Al Dar Al Baida - A,Umm Al Quwain,Umm Al Quwain
Al Dar Al Baida - B,Umm Al Quwain,Umm Al Quwain
Al Haditha,Umm Al Quwain,Umm Al Quwain
,,
Village / Town / City / Location,Region,State
Al Hamrah - B,Umm Al Quwain,Umm Al Quwain
Al Hamrah - D,Umm Al Quwain,Umm Al Quwain
Al Hawiyah,Umm Al Quwain,Umm Al Quwain
Al Hazaywah,Umm Al Quwain,Umm Al Quwain
Al Humrah - A,Umm Al Quwain,Umm Al Quwain
Al Khor,Umm Al Quwain,Umm Al Quwain
Al Labsah,Umm Al Quwain,Umm Al Quwain
Al Limghadar,Umm Al Quwain,Umm Al Quwain
Al Madar,Umm Al Quwain,Umm Al Quwain
Al Maidan,Umm Al Quwain,Umm Al Quwain
Al Quram,Umm Al Quwain,Umm Al Quwain
Al Raafa,Umm Al Quwain,Umm Al Quwain
Al Ra'as - A,Umm Al Quwain,Umm Al Quwain
Al Ra'as - B,Umm Al Quwain,Umm Al Quwain
Al Ra'as - C,Umm Al Quwain,Umm Al Quwain
Al Ra'as - D,Umm Al Quwain,Umm Al Quwain
Al Rashidiya,Umm Al Quwain,Umm Al Quwain
"Al Rashidiya, Hamra Golf Club",Umm Al Quwain,Umm Al Quwain
"Al Rashidiya, Sharjah Co-Operative Society",Umm Al Quwain,Umm Al Quwain
Al Raudah,Umm Al Quwain,Umm Al Quwain
Al Riqqah,Umm Al Quwain,Umm Al Quwain
Al Salam City,Umm Al Quwain,Umm Al Quwain
Al Surrah,Umm Al Quwain,Umm Al Quwain
Ar Ra`fah,Umm Al Quwain,Umm Al Quwain
Ar Ramlah,Umm Al Quwain,Umm Al Quwain
Ar Rashidiyah,Umm Al Quwain,Umm Al Quwain
As Salamah,Umm Al Quwain,Umm Al Quwain
As Surrah,Umm Al Quwain,Umm Al Quwain
Barracuda,Umm Al Quwain,Umm Al Quwain
Barracuda Beach Resort,Umm Al Quwain,Umm Al Quwain
Biyatah,Umm Al Quwain,Umm Al Quwain
Defence Camp,Umm Al Quwain,Umm Al Quwain
Diwwan Al Amiri,Umm Al Quwain,Umm Al Quwain
Emirates Modern Industrial,Umm Al Quwain,Umm Al Quwain
Emirates Motorplex - UAQ/RAK road,Umm Al Quwain,Umm Al Quwain
Environmental Marine Research Center,Umm Al Quwain,Umm Al Quwain
Falaj al Moalla,Umm Al Quwain,Umm Al Quwain
Green Belt,Umm Al Quwain,Umm Al Quwain
Hazaiwa,Umm Al Quwain,Umm Al Quwain
Industrial Area A,Umm Al Quwain,Umm Al Quwain
,,
Village / Town / City / Location,Region,State
Industrial Area B,Umm Al Quwain,Umm Al Quwain
Industrial Area C,Umm Al Quwain,Umm Al Quwain
Kaber,Umm Al Quwain,Umm Al Quwain
Kabir,Umm Al Quwain,Umm Al Quwain
Khor Al Beidah,Umm Al Quwain,Umm Al Quwain
Lazimah,Umm Al Quwain,Umm Al Quwain
Lubsah,Umm Al Quwain,Umm Al Quwain
"Lubsah, Lulu Centre",Umm Al Quwain,Umm Al Quwain
Mintaqah al Hadithah,Umm Al Quwain,Umm Al Quwain
Mintaqat ad Dar al Bayda' A,Umm Al Quwain,Umm Al Quwain
Mintaqat ad Dar al Bayda' B,Umm Al Quwain,Umm Al Quwain
Mintaqat al `Ahd,Umm Al Quwain,Umm Al Quwain
Mintaqat al Hawiyah,Umm Al Quwain,Umm Al Quwain
Mintaqat al Humrah A,Umm Al Quwain,Umm Al Quwain
Mintaqat al Humrah B,Umm Al Quwain,Umm Al Quwain
Mintaqat al Humrah D,Umm Al Quwain,Umm Al Quwain
Mintaqat al Humrah J,Umm Al Quwain,Umm Al Quwain
Mintaqat al Khawr,Umm Al Quwain,Umm Al Quwain
Mintaqat al Madinah al Qadimah,Umm Al Quwain,Umm Al Quwain
Mintaqat al Maydan,Umm Al Quwain,Umm Al Quwain
Mintaqat ar Ra's A,Umm Al Quwain,Umm Al Quwain
Mintaqat ar Ra's B,Umm Al Quwain,Umm Al Quwain
Mintaqat ar Ra's D,Umm Al Quwain,Umm Al Quwain
Mintaqat ar Ra's J,Umm Al Quwain,Umm Al Quwain
Mintaqat ar Rawdah,Umm Al Quwain,Umm Al Quwain
Mintaqat ar Riqqah,Umm Al Quwain,Umm Al Quwain
Mintaqat Limghadar,Umm Al Quwain,Umm Al Quwain
Mintaqat Umm al Qaywayn at Tibbiyah,Umm Al Quwain,Umm Al Quwain
Mohadhub,Umm Al Quwain,Umm Al Quwain
Muhadhdhib,Umm Al Quwain,Umm Al Quwain
Old Town,Umm Al Quwain,Umm Al Quwain
The settlement of fishermen,Umm Al Quwain,Umm Al Quwain
Umm Al Quwain,Umm Al Quwain,Umm Al Quwain
Umm Al Quwain Aviation & Parachute Club,Umm Al Quwain,Umm Al Quwain
Umm Al Quwain Hunting & Shooting Club,Umm Al Quwain,Umm Al Quwain
Umm Al Quwain Marina,Umm Al Quwain,Umm Al Quwain
Umm Al Thaoub Industrial Area,Umm Al Quwain,Umm Al Quwain
White Bay,Umm Al Quwain,Umm Al Quwain
